Industry  Industry name,Variance  Full Year Net Profit Variance,Equity  Latest Equity,Face Value  Latest Face Value,Reserves  Total Reserve,Dividend  Full Year Dividend %,Sales Turnover  Full Year Net Sales,Net Profit  Full Year Net Profit,Full Year CPS  Full Year Cash Per Share,Earning Per Share  Full Year Earning Per Share,Latest Quarter Date  Latest Quarter Yrc,Latest Quarter Sales  Latest Quarter Net Sales,Book Value  Book value,Networth  Full Year Return on Networth,Price/Book Value  Price to Book value,Yearly PE ratio  Full Year Price to Earning per share,Yearly PC ratio  Full Year Price to Cash Per Share,Bse value  BSE Value in lakhs,Nse value  NSE Value in lakhs,High  52 week high,Low  52 week low,Price  NSE Current market price,CPM  Current market price,Market cap  BSE / NSE Market Cap,Net profit  Latest Quarter Net Profit,Net profit variance  Latest Quarter Net Profit variance,Result year  Trailing latest month,TTM Sales  Trailing Twelve 12 month Net Sales,TTM OP  Trailing Twelve 12 month Operating  Profit,TTM OPM  Trailing Twelve 12 month Operating  Profit  Margin,TTM GP  Trailing Twelve 12 month Gross  Profit,TTM GPM  Trailing Twelve 12 month Gross  Profit Margin,TTM NP  Trailing Twelve 12 month Net Profit,TTM NPV  Trailing Twelve 12 month Net Profit  Variane,TTM EPS  Trailing Twelve 12 month EPS,TTM PE  Trailing Twelve 12 month PE,TTM Depreciation  Trailing Twelve 12 month  Depreciation,Equity  Latest Equity.1,LTP  Latest Price (BSE/NSE),Gross block  Latest Gross Block,Loans  Total loans,Year OPM  Full Year Operating Profit Margin,Year GPM  Full Year Gross Profit Margin,Quarter OPM  Latest quater Operation Profit Margin,stock name
Textiles,1.0,0.4884550996557062,0.42857142857142855,0.16660544552721832,0.0,0.07561607103822483,0.04109334516964812,0.07743153918791311,0.06422607578676943,1-Jun-21,0.08509872922776147,0.0554099588169225,0.15478927203065132,0.07600420211057227,0.08530805687203792,0.06484641638225255,0.002588764384648816,0.002973317836622913,0.01693838661867457,0.01160337552742616,0.014947683109118086,0.01610808002078462,0.007920017966014289,0.03266263647026978,0.16833976833976833,1-Jun-21,0.09142876412569664,0.07465088176184352,0.3098591549295775,0.046845967231734106,0.2295151386830404,0.05829842931937173,1.0,0.05686581485783547,0.09268292682926829,0.09594599867337783,0.4884550996557062,0.014910536779324055,0.12936883541010685,0.21363468919705775,0.2876404494382022,0.22321428571428573,0.2255192878338279,GINNIFILA
Miscellaneous,0.5555555555555556,0.02615370036956316,0.42857142857142855,0.18461712696767596,0.0,0.0029456769373509316,0.020510544298440292,0.3229461756373938,0.4277456647398844,1-Jun-19,0.001720430107526882,0.8968551104455259,0.2526546250684181,0.11916995940644055,0.2965470548408937,0.363481228668942,0.0,0.00011374222327598429,0.44759686639847557,0.0,0.36322869955156944,0.0,0.014187495321350448,0.004836235676260941,0.48185328185328186,1-Jun-19,0.0033574463174789013,0.014145670029144346,1.0,0.011068879114091148,1.0,0.02736910994764398,0.4836162652980656,0.35382051411544874,0.3505466778805719,0.0026922626711927897,0.02615370036956316,0.36232604373757454,0.0031465620935069685,0.02457428731001866,1.0,1.0,0.8506429277942632,GKWLIMITED
Pharmaceuticals,0.0992063492063492,0.16671404655864053,0.0,1.0,0.588235294117647,1.0000000000000002,0.971706390577743,0.4636449480642115,0.4290301862556198,1-Jun-21,1.0,0.4676151254211905,0.4453201970443349,0.17205453540515214,0.2166553825321598,0.18600682593856657,1.0,0.7121000098523195,0.29176370950666947,0.4662447257383966,0.26557050323866466,0.27695505326058717,0.5004386701822386,1.0,0.04633204633204633,1-Jun-21,1.0,1.0,0.42672564311488764,0.9523719382494032,0.3538005504975651,1.0,0.03688807737860245,0.36220392909449023,0.2501261564339781,1.0,0.16671404655864053,0.2644135188866799,1.0,1.0,0.3955056179775281,0.3504464285714286,0.38575667655786355,GLENMARK
Alcoholic Beverages,0.7222222222222222,0.1703780915379513,0.42857142857142855,0.22576518352557762,0.047058823529411764,0.11891519034688455,0.14536990204073208,0.5949008498583569,0.6281310211946051,1-Jun-21,0.14487585532746822,0.37925870460501676,0.7189928845101258,0.4364563246662044,0.2911306702775897,0.28327645051194544,0.43307949585230815,0.2364684801876266,0.46495871268261696,0.18143459915611812,0.5226706527154957,0.5450766432839699,0.10019280194964526,0.20084814580889654,0.30424710424710427,1-Jun-21,0.12197562426529517,0.1084932179622222,0.3375625654754976,0.15074000089666886,0.4672877408426847,0.1093062827225131,0.4670598105013818,0.6235038634412404,0.28578637510513033,0.1512739474813688,0.1703780915379513,0.5208747514910537,0.16077910410266563,0.04401506779318623,0.4359550561797753,0.4196428571428572,0.5242334322453017,GLOBUSSPR
Alcoholic Beverages,0.027777777777777776,0.10391989639596957,0.42857142857142855,0.21536230869014825,0.09411764705882353,0.033033940377244844,0.07704615130526339,0.41359773371104813,0.5240847784200385,1-Jun-21,0.027253176930596288,0.5160988393859978,0.4967706622879036,0.17295960671535898,0.19634394041976982,0.23037542662116042,0.2886566769335424,0.2357523847819313,0.27609570188439553,0.390295358649789,0.2934728450423517,0.30709275136399067,0.03561462899348732,0.041938103401606065,0.5853281853281853,1-Jun-21,0.040250364750818154,0.056052782929555976,0.5286928180654173,0.055165061795429966,0.6138047850942197,0.10976439790575916,0.12337149624950654,0.4634109388414727,0.21665264928511355,0.020211479183737172,0.10391989639596957,0.29324055666003973,0.03571922787879561,0.02457428731001866,0.46516853932584273,0.625,0.46488625123639965,GMBREW
Auto Ancillaries,0.1349206349206349,0.12407214378217885,0.42857142857142855,0.21676157805993312,0.1176470588235294,0.08641656263206728,0.07285527008474665,0.49008498583569404,0.4226075786769429,1-Jun-21,0.12862561094819158,0.4502059153874952,0.44269293924466335,0.251866922009783,0.30196343940419773,0.24232081911262798,0.044991591239772484,0.09132058726231279,0.3286047004022867,0.2141350210970464,0.36522172396611857,0.3813977656534165,0.0521317175010605,0.1062528196336732,0.8463320463320463,1-Jun-21,0.07358772013482476,0.058198220320910904,0.3003142823885462,0.09237682011327915,0.34533135718822777,0.0374607329842932,0.6944334780892224,0.5018938437452655,0.24861227922624052,0.16223808966405245,0.12407214378217885,0.36431411530815105,0.1300181597934084,0.02457428731001866,0.3325842696629213,0.32142857142857145,0.3283877349159249,GNA
Fertilizers,0.1468253968253968,0.9702770144350737,0.42857142857142855,1.0,0.18823529411764706,0.49825756214144495,0.7193967608410666,0.5892351274787535,0.5754656390494541,1-Jun-21,0.545188660801564,0.7296892549606888,0.3875205254515599,0.06155147262989408,0.1015572105619499,0.09215017064846417,0.12116173163772416,0.10838352275685517,0.1791234384924836,0.19303797468354428,0.1669157947184853,0.17459080280592362,0.17343259001721742,0.8726157177659479,1.0,1-Jun-21,0.475011209929442,0.322894789559733,0.2581771621464323,0.7910113926762078,0.5773872538640694,0.6509554973821989,0.2762041058033952,0.6081511034796223,0.09386038687973086,1.0,0.9702770144350737,0.16650099403578528,1.0,0.029089872018822863,0.40898876404494383,0.5089285714285714,0.5578635014836796,GNFC
Chemicals,0.23412698412698413,0.051043936953157086,0.047619047619047616,0.3149965465316672,0.7058823529411764,0.04036510072330359,0.08122671015824191,0.1652502360717658,0.2042389210019268,1-Jun-21,0.05543695014662756,0.4389741669786596,0.23929939792008756,0.08774511658033121,0.23290453622207177,0.26621160409556316,0.014342132612762418,0.008133369965805243,0.13254287529112851,0.17827004219409281,0.13552566018933732,0.14185502727981295,0.04469212406530979,0.08517549399981955,0.04633204633204633,1-Jun-21,0.04787258986516997,0.0040582369932858145,0.03212664416249563,0.05314257533263924,0.49989413508363323,0.09721204188481676,0.08907422029214372,0.1715064895712338,0.2703111858704794,0.029614889383120686,0.051043936953157086,0.13518886679920475,0.08306242668489032,0.02457428731001866,0.020224719101123598,0.5066964285714285,0.11869436201780417,GOCLCORP
Miscellaneous,0.0,1.0,0.42857142857142855,0.419861280100497,0.18823529411764706,0.6088195432840606,0.3238642815116075,0.22946175637393768,0.20937700706486836,1-Jun-21,0.7771652003910068,0.19880194683639085,0.513191023535851,0.5055375374077259,0.5267433987813135,0.4453924914675768,0.0369040645490448,0.07167362069531742,0.3154774507728139,0.4957805907172995,0.31639262580966615,0.33047544816835545,0.40623254343866183,0.38242353153478303,0.03088803088803089,1-Jun-21,0.6882617417095261,0.35933491440867993,0.19811430566872307,0.30604803156274435,0.19479144611475754,0.4294764397905759,0.004663442558231347,0.17413261956466844,0.6205214465937763,0.5899566896874634,1.0,0.31560636182902585,0.6117465974337848,1.0,0.1707865168539326,0.19419642857142855,0.16815034619188923,GODREJAGRO
FMCG,0.047619047619047616,0.6343851669351528,0.0,1.0,0.0,1.0000000000000002,1.0,0.18035882908404155,0.21965317919075147,1-Jun-21,1.0,0.17165855484837136,0.5565407772304323,1.0000000000000002,0.8869329722410292,1.0,0.908712987282931,0.9999999999999999,0.4814736396358247,0.6772151898734177,0.5570503238664674,0.5809301117173292,1.0,1.0,0.012355212355212355,1-Jun-21,1.0,1.0,0.501455011058084,1.0,0.44547956807114114,1.0,0.041502171338334,0.17655673955860818,1.0,0.7900815482461275,0.6343851669351528,0.555168986083499,1.0,1.0,0.4404494382022472,0.43973214285714285,0.41345202769535117,GODREJCP
Edible Oil,0.015873015873015872,0.11352222116933575,0.047619047619047616,0.18121059898117095,0.0,0.2394402047983834,0.02110924161565697,0.024551463644948063,0.026974951830443163,1-Jun-21,0.28458260019550347,0.051291651067016095,0.2686371100164203,0.07369555126730029,0.18415707515233581,0.1825938566552901,0.0021352582150753006,0.0009259578176551961,0.015668007622273977,0.012658227848101264,0.013452914798206277,0.014549233567160303,0.008863566420188476,0.021041234322836777,0.07413127413127413,1-Jun-21,0.22655491337398592,0.025745248696259056,0.04306832731928763,0.017504969040016336,0.028160067753546472,0.029633507853403143,0.02109652585866562,0.022827129942932175,0.20723296888141296,0.021616137968707327,0.11352222116933575,0.01341948310139165,0.019699011536684696,0.5046760067971434,0.004494382022471918,0.006696428571428572,0.015825914935707223,GOKUL
Edible Oil,0.5357142857142857,0.15509017972772357,0.047619047619047616,0.18366341834503241,0.0,0.8147721035067352,0.046120338160760554,0.052880075542965053,0.043673731535003216,1-Jun-21,0.9076871945259042,0.041557469112691876,0.2933771209633278,0.1356191620285938,0.15572105619498985,0.11774744027303756,0.012811549290451805,0.004121954091395882,0.020326063942409486,0.012658227848101264,0.018933731938216243,0.020265003897116135,0.016607583986958007,0.050852657222773615,0.2084942084942085,1-Jun-21,0.6858000359350029,0.07806936483421326,0.043301129088581074,0.05283372272009484,0.024560660597078125,0.031321989528795814,0.3784050532964865,0.040401999898995004,0.16215306980656014,0.10140856061492841,0.15509017972772357,0.018886679920477135,0.10073043670790406,0.02457428731001866,0.0067415730337078705,0.0022321428571428596,0.03165182987141445,GOKULAGRO
"Diamond, Gems and Jewellery",0.023809523809523808,0.12849426703307118,0.42857142857142855,0.20879066021224485,0.18823529411764706,0.039434375622385984,0.051560225853401746,0.22851746931067043,0.28901734104046245,1-Jun-21,0.05900293255131965,0.3912392362411081,0.4024083196496989,0.2859201755864488,0.4333107650643196,0.5085324232081911,0.045993084030914,0.03501017672497691,0.33368621638788903,0.11075949367088607,0.3577478824115595,0.37412314886983633,0.05279546191787203,0.08521158531083642,1.0,1-Jun-21,0.030543698702388097,0.025577232515008368,0.3180072168548481,0.06428119535924041,0.5212788481897099,0.05086387434554974,0.28617252270035537,0.3742235240644412,0.32682926829268294,0.009130282102305981,0.12849426703307118,0.3573558648111332,0.014749243696763382,0.02457428731001866,0.40224719101123596,0.53125,0.38575667655786355,GOLDIAM
Steel,1.0,0.2110616254461607,0.42857142857142855,0.441088747802931,0.4352941176470588,0.3955892568286368,0.6585773713058828,1.0,1.0,1-Jun-21,0.4403440860215054,1.0,0.9615763546798028,0.15843480270665566,0.08530805687203792,0.08873720136518772,0.0807807864552824,0.12865046454086188,0.7783188651280966,0.280590717299578,0.5724962630792226,0.5923616523772409,0.1333357731624344,1.0,1.0,1-Jun-21,0.3479751785026485,0.4286286648529535,0.4676987545105343,0.7852627488878814,0.7480414990472156,0.2875130890052356,1.0,1.0,0.06576955424726662,0.5481680908346015,0.2110616254461607,0.5661033797216699,0.5727019771395238,0.02457428731001866,0.647191011235955,0.5848214285714285,1.0,GPIL
Construction,0.1388888888888889,0.1722101140276067,0.42857142857142855,0.17423958501753556,0.0588235294117647,0.05917973778423306,0.020871827162277944,0.13786591123701605,0.08991650610147721,1-Jun-21,0.047519061583577715,0.1533133657806065,0.31505199781061843,0.07950569946542838,0.17197020988490183,0.10238907849829351,0.005045256136505356,0.0026192751416371034,0.04488672453948762,0.026371308016877634,0.043348281016442454,0.04572616263964666,0.008206808786711805,0.016277181268609584,0.2625482625482625,1-Jun-21,0.05999037869275625,0.04858252502471777,0.30753113723664305,0.026969807166376907,0.17700614016514923,0.018481675392670156,0.20289676273193846,0.0800969647997576,0.18671152228763666,0.09177104061804987,0.1722101140276067,0.04324055666003976,0.04430734119760963,0.05905909474409707,0.28314606741573034,0.17187499999999997,0.3066271018793274,GPTINFRA
Pharmaceuticals,0.2936507936507936,0.14491929625067124,0.0,0.46299871323844427,0.3529411764705882,0.31452679235017805,0.5674515106784893,0.267233238904627,0.2851637764932563,1-Jun-21,0.33229716520039104,0.16304754773493071,0.7209633278598795,0.3254121364441409,0.2085308056872038,0.20477815699658702,1.0,0.9999999999999999,0.18462841414355283,0.2974683544303797,0.16940707523667164,0.17718888022863083,0.2804358421985078,0.43374537580077605,0.012355212355212355,1-Jun-21,0.30534846678198885,0.43364976380802206,0.5391688976836224,0.43578605480639415,0.5526148634342579,0.538455497382199,0.15418969601263327,0.22766526943083684,0.25433137089991587,0.5778610168168872,0.14491929625067124,0.16898608349900593,0.45668793470138525,0.41531496203343915,0.5617977528089887,0.5669642857142857,0.46884272997032644,GRANULES
Non Ferrous Metals,0.16269841269841268,0.07568148077955716,0.047619047619047616,0.1808514680779567,0.12941176470588234,0.13695163241216163,0.054151140105494606,0.09915014164305949,0.09762363519588954,1-Jun-21,0.17453763440860215,0.07188318981654811,0.3402298850574712,0.4290066770470256,0.3534190927555857,0.32081911262798635,0.29734887851703484,0.15722058862401547,0.09189074740630955,0.043248945147679324,0.09765819631290483,0.102883865939205,0.04508937260349173,0.07853469277271498,0.711969111969112,1-Jun-21,0.14264404693469682,0.06040181715962183,0.16086602258177163,0.05628091639559037,0.1496929917425365,0.05765706806282723,0.19907224634820375,0.10292409474268976,0.32632464255677035,0.07686605017753327,0.07568148077955716,0.09791252485089462,0.03390324853795566,0.02457428731001866,0.1460674157303371,0.12276785714285715,0.16617210682492584,GRAVITA
Miscellaneous,0.8253968253968254,0.0658896364382956,0.0,0.24984632624732794,0.0,0.0991601128917085,0.07360880291503659,0.10764872521246459,0.07450224791265254,1-Jun-21,0.12055522971652004,0.11044552602021714,0.33847837985769014,0.363811562497331,0.6012186865267434,0.3856655290102389,0.03129192570057255,0.14622604104171857,0.12110946432352318,0.04535864978902953,0.12855007473841554,0.13406079501169135,0.10513511939913664,0.10726337634214562,0.2810810810810811,1-Jun-21,0.08308151607775238,0.06927436396182156,0.3166104062390874,0.12431815804287072,0.4264238831251323,0.0009816753926701572,1.0,0.11120650472198375,0.39478553406223715,0.2703968161067541,0.0658896364382956,0.12773359840954274,0.30920188453096425,0.03355792425700807,0.41573033707865165,0.34821428571428575,0.4391691394658754,GREENPANEL
Capital Goods-Non Electrical Equipment,0.11904761904761904,0.33816608231466566,0.19047619047619047,0.33746681578298354,0.44705882352941173,0.15911901720092686,0.22931139486152544,0.2360717658168083,0.2581888246628131,1-Jun-21,0.170455522971652,0.22912766754024708,0.5309250136836343,0.9586759342715166,0.9262017603249832,0.9368600682593857,1.0,0.9999999999999999,0.5962312089773449,0.5200421940928269,0.6826108619830592,0.7129124447908548,0.5050206692340323,0.23174230803933957,0.1945945945945946,1-Jun-21,0.15151082449755543,0.15672678630280393,0.3927365847980445,0.212779524068087,0.4935422401016302,0.2361256544502618,0.15670647453612319,0.25089641937275897,0.9290159798149705,0.21674665418081082,0.33816608231466566,0.6814115308151093,0.13772489509685576,0.02457428731001866,0.41348314606741576,0.48437500000000006,0.39366963402571714,GRINDWELL
Fertilizers,1.0,0.49192962506712157,0.047619047619047616,1.0,0.2588235294117647,0.7416616066180579,0.4646097628952177,0.14825306893295562,0.14515093127809894,1-Jun-21,0.7237184750733138,0.4329839011606139,0.1558839627805145,0.026004437420397736,0.12593094109681788,0.1143344709897611,0.110239791387162,0.17263025687319422,0.05293245818335804,0.056962025316455694,0.051818634778276036,0.054559625876851134,0.1394249211907475,0.4911666516286205,0.5405405405405406,1-Jun-21,0.7816906417770227,0.2599727296813508,0.12617855895704808,0.4240048220859506,0.22972686851577384,0.27301047120418853,1.0,0.14090197464774507,0.12716568544995793,0.6846150844746187,0.49192962506712157,0.05168986083499005,0.7419308139547259,1.0,0.13707865168539327,0.18526785714285715,0.2156280909990109,GSFC
Entertainment,0.25396825396825395,0.6988849932088822,0.42857142857142855,0.25723011722420125,0.09411764705882353,0.23966657113294895,0.20293774580137702,0.3833805476864967,0.22479126525369303,1-Jun-21,0.23529618768328445,0.14545114189442154,0.6946907498631636,0.2314146634973629,0.17061611374407584,0.09215017064846417,0.052379962585741006,0.022724414608025875,0.10713529536311667,0.08755274261603375,0.10911808669656203,0.11431540659911667,0.08210169096791903,0.17121717946404405,0.02471042471042471,1-Jun-21,0.25086425789740185,0.2704026572405281,0.4092655104178791,0.28108576637790605,0.4643235231844166,0.21773560209424084,0.07328266877220688,0.17483965456290088,0.21396131202691338,0.9681220492410942,0.6988849932088822,0.1088469184890656,0.564586486814457,0.049600133090917736,0.4314606741573034,0.47321428571428575,0.4253214638971316,GTPL
Pharmaceuticals,0.373015873015873,0.04965412678859092,0.0,0.16723429715027394,0.023529411764705882,0.04737177027217395,0.0456455092540025,0.05949008498583569,0.05908798972382787,1-Jun-21,0.09804887585532747,0.03238487457880943,0.7065134099616857,0.9262250534545489,0.5673662830060935,0.5255972696245734,0.08406870618469038,0.06356908678611736,0.09739572305737879,0.08122362869198312,0.09566517189835576,0.1002857885164978,0.06179576966904274,0.11256879906162592,0.0,1-Jun-21,0.07141265133404746,0.08156539383639101,0.43370969619369104,0.05924490517726645,0.3715858564471734,0.10061518324607331,1.0,0.0800969647997576,0.40925147182506305,0.06586288969526709,0.04965412678859092,0.09542743538767394,0.015481596443831309,0.04753247061899161,0.35505617977528087,0.31696428571428575,0.3600395647873393,GUFICBIO
Miscellaneous,0.023809523809523808,0.8582077766196028,0.047619047619047616,0.7946166128591214,0.2352941176470588,0.9573595775790461,1.0,0.2219074598677998,0.2389210019267823,1-Jun-21,1.0,0.12149007862223885,0.9999999999999999,0.9192674648259745,0.5118483412322274,0.5085324232081911,1.0,0.9999999999999999,0.33241583739148844,0.29641350210970463,0.34877927254608865,0.364250454663549,1.0,1.0,1.0,1-Jun-21,0.924061751299219,1.0,0.4553602607379816,1.0,0.4700402286682193,1.0,0.16181405448085276,0.24877531437806172,0.4783851976450799,1.0,0.8582077766196028,0.34791252485089463,1.0,0.16008936104476373,0.44494382022471907,0.44196428571428575,0.4747774480712167,GUJGASLTD
Chemicals,0.8055555555555555,0.01806753213936006,0.0,0.19660852272769608,0.2352941176470588,0.07441234619476249,0.06446318527617495,0.19169027384324835,0.17084136159280672,1-Jun-21,0.09327859237536656,0.14470235866716585,0.2732348111658456,0.2528098171956403,0.24238320920785375,0.19965870307167236,0.019179531754879915,0.020369469985269582,0.12153292398899006,0.05168776371308016,0.11758844045839562,0.12366848532086257,0.03678674507390187,0.09445096093115583,0.6270270270270271,1-Jun-21,0.09311907922087434,0.10146884915378004,0.41368874403445466,0.07673492973603063,0.36904509845437217,0.10924083769633508,0.868535333596526,0.17978889955052776,0.22489486963835154,0.12708260174021618,0.01806753213936006,0.11779324055666002,0.08498272371353936,0.07317623851793757,0.352808988764045,0.3459821428571429,0.35806132542037594,GULPOLY
Capital Goods-Non Electrical Equipment,0.06349206349206349,1.0,0.42857142857142855,1.0,0.7058823529411764,1.0000000000000002,1.0,1.0,1.0,1-Jun-21,0.6318005865102639,0.8616622987645076,0.6187192118226601,0.2501358260603715,0.1949898442789438,0.18088737201365188,1.0,0.9999999999999999,0.6157103535888206,0.6962025316455696,0.6945690084703537,0.7243439854507665,1.0,0.7026617341874944,0.047876447876447875,1-Jun-21,1.0,1.0,0.5212431614480271,1.0,0.5149269532077069,1.0,0.08327575996841691,0.9919701025200748,0.23885618166526493,1.0,1.0,0.6923459244532802,1.0,1.0,0.49662921348314604,0.5133928571428571,0.294757665677547,HAL
Plantation & Plantation Products,1.0,0.10505701380334187,0.42857142857142855,0.15722184678223924,0.0,0.043816944443095106,0.041712687221941235,0.22757318224740322,0.2813102119460501,1-Jun-21,0.037036168132942325,0.11549981280419316,0.3649698960043787,0.2635269596210083,0.12186865267433988,0.13993174061433447,0.07412936263487084,0.04471511177576442,0.10501799703578235,0.08755274261603375,0.09865470852017937,0.102883865939205,0.011879195189100617,0.006640801227104576,0.19305019305019305,1-Jun-21,0.039720297111869036,0.020116706624361054,0.19229426143638692,0.026880140278864015,0.23650222316324368,0.02172774869109948,1.0,0.2725114893187213,0.12380151387720774,0.016855905419641815,0.10505701380334187,0.09791252485089462,0.06403615778795407,0.048340522619514464,0.2449438202247191,0.1986607142857143,0.09693372898120674,HARRMALAYA
FMCG,0.4801587301587301,0.12464070248586501,0.0,0.29184377954727153,0.9999999999999999,0.5411068633689723,0.2560979386232026,0.2445703493862134,0.1477199743095697,1-Jun-21,0.6039921798631476,0.087607637588918,0.6819923371647508,1.0000000000000002,1.0,0.6962457337883958,0.027418227168798773,0.24354292607476388,0.4789328816430235,0.570675105485232,0.5266567015445939,0.5492335671603015,0.7579315794289136,0.21044843453938467,0.006177606177606178,1-Jun-21,0.6149185060523081,0.4978836423323231,0.3072983354673495,0.33166785392267717,0.24158373914884607,0.32767015706806285,0.2812870114488749,0.117266804706833,1.0,1.0,0.12464070248586501,0.5248508946322067,0.6105373638281609,1.0,0.28314606741573034,0.24999999999999997,0.2274975272007913,HATSUN
Capital Goods - Electrical Equipment,0.14285714285714285,0.3840929909346474,0.0,0.9048623492972732,0.9999999999999999,1.0000000000000002,1.0,0.18885741265344663,0.2055234425176622,1-Jun-21,1.0,0.15350056158742043,0.603831417624521,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.6068177006140165,0.6424050632911392,0.7120079720976581,0.7430501428942583,1.0,0.8508887485337905,0.41544401544401544,1-Jun-21,0.888745336221482,0.6897775078030592,0.2947270399255034,0.9554405383998444,0.35062460300656356,1.0,0.2359356494275563,0.19615170950962077,1.0,0.9258262124936596,0.3840929909346474,0.7102385685884691,0.8934873828821059,0.09385286323719892,0.31011235955056177,0.3370535714285715,0.26904055390702275,HAVELLS
Finance,0.01984126984126984,0.6617391579013867,0.19047619047619047,0.8386988136013751,0.9999999999999999,0.21389578404845988,1.0,0.6118980169971671,0.7989723827874118,1-Jun-21,0.23772825024437927,0.4183826282291276,0.7811713191023535,1.0000000000000002,0.6878808395396073,0.8310580204778157,0.9815007274994803,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.021621621621621623,1-Jun-21,0.24431375999738655,1.0,1.0,0.94142759647908,1.0,1.0,0.019739439399921045,0.6486541083783648,0.8272497897392767,0.21534199539584067,0.6617391579013867,0.9999999999999999,0.06524113352876931,0.02457428731001866,1.0,1.0,1.0,HDFCAMC
Banks,0.06746031746031746,1.0,0.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.5656279508970726,0.7373153500321131,1-Jun-21,1.0,0.7384874578809435,0.4831964969896004,0.33418039060385213,0.3710223425863236,0.44880546075085326,1.0,0.9999999999999999,0.6978615286893923,0.9999999999999999,0.7847533632286995,0.8189140036373085,1.0,1.0,0.021621621621621623,1-Jun-21,1.0,1.0,1.0,1.0,0.7268685157738725,1.0,0.03743091196210028,0.5988586435028534,0.4470984020185029,0.0,1.0,0.7828031809145128,1.0,1.0,1.0,0.7455357142857142,1.0,HDFCBANK
Cement,0.06746031746031746,1.0,0.42857142857142855,0.3316789965793154,0.18823529411764706,0.20329834208519343,0.3250926432486555,0.17752596789423986,0.17854849068721904,1-Jun-21,0.2152023460410557,0.12223886184949458,0.5941981390257252,0.3356799242546388,0.25727826675693977,0.23890784982935154,0.07908013831938172,0.05287571579503011,0.11983908532712259,0.18459915611814345,0.13104135525660188,0.13717848791894,0.1985078227020553,0.24769466750879732,0.06177606177606178,1-Jun-21,0.23571359697260774,0.34210679366966723,0.5510417879175882,0.2647913003193137,0.5030700825746347,0.43803664921465973,0.10116462692459535,0.14918438462703906,0.30075693860386876,0.43298607046704907,1.0,0.13071570576540753,0.4672218922376995,0.6250757548750491,0.5123595505617977,0.5133928571428571,0.4708209693372899,HEIDELBERG
Pharmaceuticals,0.10714285714285714,0.04219969045137244,0.42857142857142855,0.1755881886167425,0.2352941176470588,0.0208130728987035,0.03779018755741818,0.554296506137866,0.5523442517662172,1-Jun-21,0.0235347018572825,0.5013103706476975,0.47575259989053087,0.7580513871339909,0.7474610697359514,0.6911262798634813,0.08860376788042554,0.03547796164323871,1.0,0.9999999999999999,1.0,1.0,0.06693371705191013,0.04500586483804024,0.1837837837837838,1-Jun-21,0.019767413064428512,0.03592315198356026,0.6900244441857758,0.03532377218632778,0.6398475545204318,0.03489528795811519,0.1563116857481248,0.5139134387152164,0.7855340622371741,0.05087986265558547,0.04219969045137244,0.9999999999999999,0.048554561344122754,0.02457428731001866,0.6539325842696629,0.6383928571428572,0.5618199802176064,HESTERBIO
Infrastructure Developers & Operators,0.027777777777777776,0.8029312359834487,0.0,0.40924233065524995,0.03529411764705882,0.4296938225307368,0.24981161679242753,0.022662889518413595,0.024405908798972385,1-Jun-21,0.4718944281524926,0.02676900037439161,0.4560481663929939,0.39013253520888636,0.4983073798239675,0.48805460750853247,0.41663989720526823,0.23219273379433647,0.039805208553885245,0.01371308016877637,0.03388141504733433,0.03585346843335932,0.2950292363612167,0.3168817107281422,0.4772200772200772,1-Jun-21,0.34467463805495735,0.24278338190724214,0.26748923291817017,0.2500859307671998,0.2155409697226339,0.16539267015706807,0.30334583497828665,0.024140194939649515,0.48460891505466774,0.22400405790315658,0.8029312359834487,0.03379721669980119,0.17468316163493489,0.46220574429907435,0.2449438202247191,0.18303571428571427,0.304648862512364,HFCL
Construction,0.16666666666666666,0.4001389810164567,0.42857142857142855,0.29146378626793695,0.018823529411764704,0.2528065053604131,0.24520784087038205,0.46647780925401316,0.4688503532434169,1-Jun-21,0.36809384164222875,0.304005990265818,0.670607553366174,0.2929116662602489,0.2125930941096818,0.19795221843003413,0.068441639424803,0.0773639358654061,0.2655092102477239,0.15928270042194093,0.2840059790732436,0.29773967264224477,0.1238786628627513,0.36452224127041416,0.6285714285714286,1-Jun-21,0.21084994712496266,0.22108344588263423,0.39809102549179376,0.251276507773621,0.3305102688968875,0.1905759162303665,0.28069482826687725,0.4923993737690016,0.19764507989907484,0.31296578095126615,0.4001389810164567,0.2842942345924453,0.1631315744093809,0.206552351074828,0.3797752808988764,0.31696428571428575,0.3699307616221563,HGINFRA
IT - Software,0.2579365079365079,0.1203449256135696,0.42857142857142855,0.4504052889103804,0.9411764705882352,0.5429702566294733,0.364833758270797,1.0,1.0,1-Jun-21,0.6062639296187683,1.0,0.5088122605363985,0.22657120292300126,0.21936357481381177,0.14846416382252559,0.05954158084692277,0.10235838892951749,1.0,0.6856540084388185,1.0,1.0,0.1907205536194033,0.4222683388974105,0.22239382239382238,1-Jun-21,0.5394465693400659,0.43193729119142854,0.3040391106972413,0.4178078438600598,0.3008680923142071,0.3501701570680628,0.21140939597315442,1.0,0.23246425567703954,1.0,0.1203449256135696,0.9999999999999999,0.4820115856501439,0.030088053901821687,0.27415730337078653,0.2767857142857143,0.2967359050445104,HGS
